Channelid,subscribercount,channelname,total_estimated_revenue,total_views,video_count
UCio3FGH-c_t9oXD3hKshXnw,1550000,Chandan Biswal,40978234.8,409782348,2
UC8hVoXNFmuLgz4wXRAxAbXg,1550000,Sourik Samanta,1886.2,18862,1
UCq_fCHB9J3ZwKUHnE44riLw,1550000,PriyaMG Shorts,1863675.2,18636752,3
UC37Koj60HcLnRjbXxg5Mj-g,1550000,Dulquer Salmaan,9322169.6,93221696,7
UCwNA5oRi6y6Go5K17LmvhsQ,1550000,TheFinalRevelation,532788.2,5327882,1
UCjcqzy7MSaN2KPnzOKIcpEQ,1540000,Super Good Films,29213.5,292135,1
UC8TyTcK5sjO1unJqngkL_VA,1540000,Tips Telugu,15270100.8,152701008,1
UC4cQ8NR0-bhR9XatCr_LN6w,1540000,Mr.kettaven,2107004.5,21070045,3
UC2V5vzgmEmoiWqXfM2jN5_w,1540000,SRI MATHA MUSICHOUSE27,12494878.1,124948781,10
UCq8EIAkSuGkn9CO19e196Tg,1540000,Dhwani Records,294996.9,2949969,1
UCmQU3OZpDOO5jx8mvG5CPLQ,1540000,Marathi Fairy Tales,1086441.8,10864418,1
UCo0U5cuYuvGLxnLGVC_H-WA,1540000,Richa Dixit,10793270.4,107932704,6
UCHdYprMFvNvXKCUGMQyWTHA,1530000,Rana Hamza Saif - RHS,6585134.4,65851344,3
UCNR4KlmzfBVOmygNAgyodJA,1530000,Loksatta,26012.5,260125,1
UCgFG7lz7BI5hsNEifevrWSw,1530000,Gyansindhu Coaching Classes,225358.8,2253588,1
UCwh_2Tw0JzkOEv74yvc20IQ,1530000,Yash Pratap Singh,1669.2,16692,1
UCBEWNQ637WdCBl6S4KCIzZQ,1530000,Metro Music,70211.5,702115,1
UC0s-lFzmVzrARZpu89WGCZA,1520000,4 Types Aravindh,275030.3,2750303,1
UCpgJDp06rlAKy0W9-9PFnRA,1520000,odia shakti tv,399663.6,3996636,1
UCzaHixEQXtejyjOIdEAFRig,1520000,Buddies,175993.8,1759938,1
UCh19uyjbNk8u0TSREpib-EQ,1520000,Horror Stories Hindi Urdu,90485.4,904854,3
UCIno9OZmcG9ySfogfHYPxLg,1520000,Amith Sai D,5423445.9,54234459,3
UCUQ3t3RWHCHMdcXpranvWww,1520000,Langfocus,938.2,9382,1
UCxOP_28tFLB7QagvGJ4Encw,1520000,Movies 24x7,4443.6,44436,1
UCNhX3WQEkraW3VHPyup8jkQ,1520000,Mr.Centimeter,108267.9,1082679,1
UC6AhKCzMSkYl-46Ajx55gOA,1520000,Chandan Shetty,281170.3,2811703,5
UCQyn9zpXINuDZNBvv1ZiGfA,1510000,Kumar Films,1472.1,14721,1
UCwmWD8bYWZ53SWavYj1kdRA,1510000,Zee Bangla Classics,23645342.3,236453423,2
UC6rWby_QWdQsaqjE2ulTIoQ,1510000,Vaibhu  Doshi,598434.6,5984346,1
UC8pi2zTR3PwgVyDGoJ4hRXg,1510000,krilovee,98212.9,982129,6
UCmGvMZQsYE3W__wMShjL46A,1510000,Aan TV,2208258,22082580,1
UC2R_Lid7b6rQmAORZ_oT0QQ,1510000,theriaamin,1392360.3,13923603,2
UCTvcn2M4zQejIvjCNnzucqA,1500000,Bayshore Records,1940.3,19403,2
UC4Hn-Q4_UaCE2TiK9nrNcLQ,1500000,Altra Moda Music,3529094.1,35290941,1
UCZgyue9lnS_cCV6IL4Y0XOg,1500000,The F Word,1296073.9,12960739,2
UCFRe1i5lu0H26RgEBWR1gpA,1500000,Emusic Abirami,2274042.6,22740426,2
UCiZ9jB1O8Aof6P2F9aRNJLg,1500000,LIZO PUBG,6407,64070,1
UCHgmHSMsLIlYPrqNcNcVlyA,1500000,Arun2k1,2700083.3,27000833,1
UCXe4yu8cQ6b80oHXYFEBvCA,1500000,Puri Vlogger Sony,3236.2,32362,1
UCoBndFo-vjyCcWVZXcP4ZPA,1500000,Lokdhun Odia,2365715.9,23657159,3
UCigeUO5QKcA2DUBDvGPKRiQ,1500000,Q' Lokura,2069414.9,20694149,6
UCRl-o5ehrcEfsVPPY5ovDMQ,1500000,rajni rathee vlog,3307597.3,33075973,5
UCowlb9qY0EUeXRIxwy-OTbw,1500000,English பேச ஆசையா,85465.1,854651,2
UC_aOM83dwIjz95ZnLdH8p9Q,1500000,IDHAYAM TV,4913933.2,49139332,1
UCF_ENoqUf6yYVzMYSIY8JpA,1500000,Khafa Entertainment,69393.2,693932,2
UCtOtzF5LuR0UIcKsKSG9_aw,1490000,Tech Satire,0,0,2
UCaUZHrc5dm_1fCSdaTmr6wA,1490000,Tamil Mithran (Latest Tamil Cinema News),589508.8,5895088,4
UCON_gtDQSNnWS1gwBcqgRKg,1490000,TarangPlus,218461.7,2184617,1
UCXCaf8F6YXh4FcVIxNTvKQg,1490000,API Tamil Comedy,91981.1,919811,1
UCujyiVE2bbQwzkQX-nGI1yQ,1490000,Studio Nandini Junagadh,2572447.9,25724479,19
UCJbu1cqzQKfGi1fflY5x6vg,1480000,pOwer Of knOwledge,1059298.2,10592982,3
UCM4vFL0YBMEPQYkd-8H_DTg,1480000,Music World,701675.1,7016751,3
UCWq6suRDq2400PWiREa3Wfw,1480000,Dolly Bhojpuri Movies,19213.8,192138,1
UCpAQLTmZvFE56Y1MqoI1_kw,1480000,Shailendra Gaur,115326.2,1153262,2
UCoh70Gydj-K9OziASwJ0TiQ,1480000,Times Music Bangla,3966209.1,39662091,1
UCvKrklJluzwhDOB3BkoxbZQ,1470000,PagalGujju 2,15231.4,152314,1
UCjXLxyq15uXvXKVO6lgsbDA,1470000,Thoufiq24,13128103.6,131281036,10
UCEO6AwaUKAkFvrKofVoPZRg,1470000,Mzaalo Big Picture,2190.3,21903,1
UCLpZtYj0ZYn_FWkZCriURTg,1470000,Amulya DJ Songs,1440609.7,14406097,1
UCCo9xACnSNwW1m6zjJkzSgQ,1470000,Devika Bhatnagar's Telugu Channel,3307966.1,33079661,2
UCPrg1NAx9X-uD0MU0qNP3Uw,1470000,"Matthew Harb, M.D",212438.1,2124381,1
UC3kCzZNCe2FYvFl8pR3C4fg,1470000,Ginger Media Premieres,922609.5,9226095,5
UCbte-7tl7kaAm1xfWgz6xvQ,1470000,Ubaid Ibrahim 2.O,5156238.3,51562383,3
UCf6-KxAa1Oz8y3m8usuCAmw,1470000,Music Zone,19922,199220,1
UC-efdZRoOp_r7ZwjNnwnDyQ,1470000,Mk Tamil,56060.9,560609,2
UCGLbP4rkR2vA58xW2M1Itvw,1470000,PrathapGTech,1390955,13909550,1
UCyR6ELgJQU8wiaEdJ6Thlpw,1470000,Malayalam Comedy Movies,944.5,9445,1
UCn4S6ONdetkpxfuOteHVHhQ,1470000,R R Records,399908.6,3999086,6
UCazCAeLQOiVAncqSfQLNtOQ,1460000,Sunny Arya Official,698452,6984520,4
UC1Evb1sw6Y-BriutiG2HsUQ,1460000,Anjali Chauhan Shorts,558929,5589290,2
UCWT2ux_Ec2ByjwJ2oIW4sQQ,1460000,Glamy Ganga,9819.3,98193,1
UCTwiVD8RRdO12-adZsjKRMA,1460000,Sanskriti Spectrum,323183.7,3231837,1
UC349KrEr163YiouvyXPqyng,1460000,Vaaho Entertainments,18829.1,188291,1
UCPI52CLGqVYxUhgHrxu3cYw,1460000,Nerin J Baptist,2995.1,29951,1
UCx3j8mUWKkzXe-wSrEAc75w,1460000,Bainsla Music,37520978.4,375209784,2
UCtEA70Odf-AwGqSQbqHBGbQ,1450000,Khetoonz,206377,2063770,2
UC3kNEJgTMm9teWwXQOEh1EA,1450000,Tappu Parmar Official,5474.2,54742,1
UCx-AfNKeVFQB-yDrBV7xZMw,1450000,Sneha Bakli,357309.4,3573094,1
UCnW4VZaPhuJzOW4IBSTD6Ww,1450000,DD JOKE,3123.3,31233,1
UCu-ByGOiXNZZqa1Y7CYnsMA,1450000,Technology up,2788784.8,27887848,4
UC8oBPa30zEib0XcWET32Mvw,1440000,ದೂರದರ್ಶನ ಚಂದನ - Doordarshan Chandana,8605019.7,86050197,1
UCF3Zesm2_Ndtz7goLKEx54Q,1440000,Anil Facts 2.0,4493,44930,1
UCbdMik2cV8pea1jcWdX_CYA,1440000,Tamil Music Video,15835.2,158352,5
UCpAA53lqD5o6Bt_ZE1lC_ug,1440000,MKC Shorts,278359.2,2783592,7
UCzittbHcPDuoAQQOkJNvHmw,1440000,Sarthak Goswami,6614099.7,66140997,2
UCSTiEsZoeXmno_vubE0Ffig,1440000,TS KNOWLEDGE TV,2402323.9,24023239,1
UC5fcjujOsqD-126Chn_BAuA,1440000,Career247,50128.2,501282,1
UCueea2VsoYKqOYdhIb94eRw,1440000,The World Of Keya,282801.2,2828012,1
UCHyu2gwfAkOXWroIjvxVUCg,1440000,Shree Ram Official,83978.1,839781,1
UC5wFCss3J68_MMZT_VxQvUA,1440000,Ahmed Masood,13173.1,131731,1
UCa51QOZ0fu6EEpwh48eIwJw,1440000,Gallet,318947.2,3189472,1
UCJsApDpIBPpRRg0n9ZVmKAQ,1430000,JTS Challengers,1090770.7,10907707,2
UClKwHS2zflLheZFYEjN9sOg,1430000,RK world comedy,369826.7,3698267,1
UC83dMRaZBlOVn8jFkM1LWrA,1430000,Team PihuBabu,427546,4275460,9
UCpQ2wX1DKwjsniVG08CVaTg,1430000,Bong Motivation,246698.3,2466983,1
UCXQddVdx2g9vVOcAmF34lXA,1430000,NewsX Live,339272.1,3392721,2
UCl6MxDAy0GEamXuz29C_nCQ,1430000,Hayat,183069.4,1830694,1
UCytSP0M0Jdnw6qIy3Y-nTig,1430000,AGS Entertainment,173.2,1732,3
UChzl3OGxx1fWjK_fVnyjawQ,1430000,VM DIGITAL,795610.9,7956109,1
UC9WXzTgk10ncJX1eOxHElCg,1420000,MallusinFinland,969072.5,9690725,2
UCqtAwsy4pfbdFxfzNqEcK2A,1420000,Ozy Talkies,16648507.6,166485076,1
UCGCFciaTKU2nCCE7vG91ZLQ,1420000,TRI STAR 18,3931562,39315620,2
UC7xWRuUfVSaNxmqovT2xuug,1420000,Beyond Records,101866,1018660,1
UCOuoWhDso3BL2voBbZ2qi6A,1420000,Moople TV Bangla Official,4482.8,44828,1
UCm7WyXXVBwqURz3iZIcQshQ,1420000,Saurabh Gandhi,1187638,11876380,1
UCzpLlRy6LP4RlVnWSfN_6EQ,1420000,Talker Boy,7134438.8,71344388,4
UC1xvRxqTWRyuZyVO1QZKI2Q,1410000,CREATIVE LEARNING 2.0,40979.3,409793,1
UCGmrfR1zYR1g9BWdqDMMmHw,1410000,Malayalam Munches,133760.5,1337605,1
UCYjdjvRXYmiy_EdasYU26Qg,1410000,Rishabh Shukla,68430.2,684302,1
UCfBlGZh7zNv5sfCbQMnmyLg,1410000,Sun Music Odia,593083.7,5930837,2
UCnE72uToF4btYedtOFFiyCg,1410000,Papon,1327705.3,13277053,2
UCVJprK-z_llrX5mjzabEITw,1410000,MS solutions,295.7,2957,1
UCmQxwXJd5E3iI0vzYnHvJgA,1410000,Learn Kurooji,1720757.1,17207571,1
UCR3uO1rDJsGLbSUtfUyuCKw,1410000,Aparajita ki Duniya,19281.8,192818,4
UCcmfPDYPZA1waDS_pVkubXA,1400000,BnfTV,129683.4,1296834,1
UCN6I4C2izpGKbOVR1d9EE2w,1400000,YOGI BOLTA HAI,1635689.8,16356898,2
UCUinnqDgIsNFleLdkZKbP-w,1400000,TN47 Mr & Mrs,132606.8,1326068,1
UCIihexFQucy1Sm7V7yvL_mA,1400000,Panorama Music,426326.7,4263267,4
UCk8rF0qcEBLXYkzYukOo9sg,1400000,Chemteacherphil,1143336.2,11433362,1
UCPMkrpLpIMku6T9SLikQSVA,1400000,General Classes,147898.6,1478986,1
UCBVY4zJr4qTXdPlMus1VxqA,1400000,JFW - Just for Women,7171091,71710910,1
UC97I07S7pE120EvkIc-2djg,1390000,Soorpancham Beats,134871.7,1348717,1
UCPsy4hWCtQNyrr2Q3fsq3jQ,1390000,Mango Malayalam,30605.3,306053,2
UCXNERoIO6u5AYEfrfeoPtaw,1390000,Raju Das Comedy,1519415,15194150,2
UCiKN63TrDOa6pjslivoUZpQ,1390000,The Quran DVD,1956414.3,19564143,3
UCftKFZZ5o4QGXMQzTsyjdRw,1390000,Aswin Madappally,3992856.9,39928569,4
UC1cuSpMsru82-lf1C7LfzMQ,1390000,Zee Music Gujarati,12506431.8,125064318,17
UCk571kqv7btdawcKUlUry4w,1390000,Dr Bro Shorts,116883.8,1168838,2
UC6wE1QldDPmYWwGyuudy3Tg,1380000,Kunda Ka Launda,333591.3,3335913,2
UCT2l1PRoMdGy9yjFERb246A,1380000,Asiaville Malayalam,22716.6,227166,1
UC-1yfoW3M7_mtI4zFiLUbAg,1380000,RealMysteries,7382768.4,73827684,6
UCq6GEVYEsW6UXPZVfRsyAgA,1370000,"SGPC, Sri Amritsar",5207580.5,52075805,13
UCFsXccQmek5E6JfDFoqtuyg,1370000,Folk Rakaat,1427975.1,14279751,2
UCYn6UEtQ771a_OWSiNBoG8w,1370000,Uma Telugu Traveller,8430.3,84303,1
UCGgeKl-nC7ChF-b0J6ekPNg,1370000,Heraldos del Evangelio El Salvador,4176752.9,41767529,1
UC-elz6w4sbn_5LB37pJjTRA,1370000,SGV Kannada Songs,37197.3,371973,1
UCy8AxkzTa23b_GIaV1L_N1A,1360000,Vreeguu Kaxyap VK Entertainment,45662,456620,1
UCe-YV62nJfAJbbpC1hE9jsQ,1360000,MillenniumAnimations,2676813.8,26768138,8
UCCvaKYCnvpX1QH2ljQ9SCUg,1360000,Delhi Food Walks,1234502.2,12345022,2
UCCeN3tSyliL-J3u_Kp0Cb_A,1360000,Preeti Kumari n,346899.5,3468995,1
UC2LxkEsKAr_Qrm_IKESnOnQ,1360000,SumanTV Life,87548.8,875488,1
UCBEqmRW7kcZnxiOagjPEalA,1360000,Being Honest,18171.5,181715,1
UCColB82bK-IYkxTnJbmiBNA,1350000,Dr Sita's Mind Body Care,4310.4,43104,1
UCbrgKz68f3NvLr7p3Oiw9nA,1350000,BBC News Gujarati,55146.6,551466,1
UC97k4XArjToiq9Bt_U2jweg,1350000,Angle Music Official,347760.7,3477607,6
UCYUPBf8y9ggcnpBxCKZteHA,1350000,Sony Pictures India,16845,168450,3
UCZmU95P2M_sYf0jSnvU1zHg,1350000,Exam Winner SSLC,638100.5,6381005,1
UCFqyJFbsV-uEcosvNhg0PaQ,1350000,Seetha Rama Raju Vlogs,27443.4,274434,1
UCk19iYDCu8aV_KTDdELiucw,1350000,Sandeep Toor,11354.4,113544,9
UCQt9PZX8SiN3teZLiFNnKLQ,1350000,Radha Soami Satsang Beas - Official,96980.2,969802,1
UCSAEHA4nwjRFBrU5niu4c-A,1350000,Captain Bhojpuri,135418.7,1354187,1
UCrpUt9GBfmuaNUIcek8FUZw,1350000,Sonali Makeover,974553.5,9745535,5
UCcRaXwGgT4TjUlXuEhhMU7A,1350000,Dr Shahbaz Gill,238233,2382330,1
UCmtNPy6aDzqJyYDHmvsy3Tw,1350000,Deepak Thakran Fitness,1566845.9,15668459,2
UCXQiJKknQM14uQakw0evifw,1350000,East Coast,30392.1,303921,1
UCqEfAnHU5Nlo_aSw4CLdfAA,1350000,Tollywood Box Office,376277.6,3762776,1
UC7wr_pLs8KVXkkXWZxHLR0A,1350000,MAHI GAME ZONE,1633376,16333760,7
UCJkBONUIutyL6FkiXVTaS5g,1340000,Regional Geet Sangeet,92096.5,920965,2
UCWe5nQSJJpXCQ_Rbp32i3-g,1340000,Pierre Dalati,8031.4,80314,2
UCHDNhdv5U8ifWBTp2LWBg7Q,1340000,Qigong Meditation,571747.5,5717475,1
UC8Av1tO-ha143nNYzxmf1Fg,1340000,Mango Comedy,1199877.3,11998773,2
UCrrG7mvA6j0Z6oGwRgLayVw,1340000,Kranthi Vlogger,1606398.8,16063988,2
UCs-4FDk4iSuJo0B0XAVqImA,1340000,Be YouNick Shorts,33795.3,337953,1
UCjjX7g9T83GQwp-OwUvoL4Q,1340000,World Music Odia,25563.7,255637,1
UCk1ekecZ8Wt939wrdxwEjuA,1340000,Kalaippuli S Thanu,3189819.2,31898192,2
UCPMkNdaSZx6CqCW3aoWIzpA,1340000,suhel shaik,309310.9,3093109,3
UClqoU3DHuKFsYCCLXUNUE1g,1340000,WWE Hindi Gossips,3936118.1,39361181,1
UCyj1U_WkvSDxI4wdch0MZeQ,1340000,Bijuli Rani Bittu Raja,1879736.2,18797362,1
UCyJPrb9qj8qpYVvkjST7xOQ,1330000,Neeraj Madhav,2129.6,21296,1
UC5QXVmCr4uekSLZxS0ku1fQ,1330000,HP Music Bhojpuri,24650.2,246502,1
UC154uboA-SfwiP5DtwBMgwg,1330000,Geetha Arts Music,119809.1,1198091,1
UCwY-W6kfroUUVZ7GMOmbKCA,1330000,A2 Music Official,5102.6,51026,1
UCDV5PLFWEgBW0Sx4p1wmXSA,1330000,mcvideostamil,29640,296400,1
UCbDexSz8v03Wl01GcoKGAYA,1330000,Hater Lekha,5076996.7,50769967,1
UC9ApGbSBPodel8t31yCkL_g,1330000,DCT EATS,381023.5,3810235,1
UCqgeewV19Z2DXQd6BssMhWQ,1330000,PJ Masks Hindi,37386.1,373861,1
UC2aX2oIi2TRzXlzbfbSy_dA,1330000,ABN Achu,387195.8,3871958,1
UCLnGrpgTKkKi3F1ylPTAnfA,1330000,Yaar Anmulle Records,4139516.3,41395163,1
UCiBhuDqvizh86j2vK3k4JrA,1320000,CubeHead,1069011.6,10690116,1
UCnRghiICDGsTWGsW_zdIONg,1320000,Balaji Records,15132534,151325340,2
UC9wvQsn9VGQsX9uFWEuQW4A,1320000,Parveen Murrah Farm,1186464,11864640,1
UCA1iaNAp0uNh6qaHT0adHJA,1320000,Sanju Arts,6124712.8,61247128,1
UCxOZLTdmOCdTLo5M_hRAPgQ,1320000,FAMOUS STUDIOS,271447.2,2714472,1
UCNJHUm49kbu3UiSF_VFHF_g,1320000,Vidyakul Gujarati,840791.4,8407914,1
UCrg86qHshl4dGNc04A8RNDg,1320000,Tubelight Mind,29479731.4,294797314,1
UCO_i4jM7Jdn3gObbJ2gWFyw,1320000,Gudiya official 23,91233.2,912332,9
UCw72g2VQje20BynmENJ0hOg,1320000,Target with Ankit TWA,980863.7,9808637,3
UCmTDurMQQTq7XRuirqmVBeg,1320000,Wonder Toys @,5976013.4,59760134,11
UCHZfx2vngpEZuhybUux5K3A,1310000,Movie Summary,373.1,3731,1
UCSI0xZcgSjLhymDzDH5MtYw,1310000,Rainbow Super Kids,270847.8,2708478,1
UCdIBpqG91pphWbDgNiDazwA,1310000,INDIAN MEHANDI RAJ,481.1,4811,1
UCyQYKge39JtFQCOsDHtmDQA,1310000,PunjabiReel TV,34444304.9,344443049,1
UCRiuJZuj-BDudMeMHDRHDMg,1310000,Expert Jatt,2422201.5,24222015,1
UCIVDrEz2ixiBWOHrLV5IjEg,1310000,JapasMusicChannel,664.7,6647,1
UCRZ-8RISMPIQSqhPxgNB2Lg,1310000,Tamil knowledge 2.0,24548253.7,245482537,2
UCF3yTw4qeDEtQx7ieoW10EA,1310000,Pratima Vlogs,539571,5395710,1
UCfR4d2uxfN-AtKwuIiwGOmw,1310000,NiRJHAR EDUCATION,9151.1,91511,1
UCwhLtRoyCpbuGDarGWSrW8g,1310000,Kamaal R Khan - KRK,65845.2,658452,1
UCsUAUdvolvrAiX6QhNFo7cQ,1300000,khao Khilao,285912.4,2859124,1
UCfDxyxsxaKpyYXkrNRItLsg,1300000,20th Century Studios India,17952.7,179527,1
UCkKdro_JhcnJiMpQlshoCRQ,1300000,AmjithNandu,1195328.1,11953281,2
UC9v4vMSdJRND1YGp7-S8dRQ,1300000,Pinnacle Publications,395340.3,3953403,1
UCpnUECYt4f5r0reYq7WpDiw,1300000,Adolfo,480875.8,4808758,1
UCn3aOx3FoeRUzVhOHL5U5Mw,1300000,KirtiChow,30426.4,304264,1
UCfaHhwMW9cFH8fRyyi7JzLQ,1300000,Aru'z Kitchen,520079.7,5200797,1
UCtKZCR7Bp4BzICiD2hFcvkg,1300000,saliha Shajahan vlog,619283.5,6192835,2
UC6Z_XF_6BjxIELs8wICbpww,1300000,Colgate India,500677,5006770,12
UCviM8CYG6KGTZ_6tZKYpGzA,1300000,RJ Raghav,150357.8,1503578,1
UCrE3iVHdamZnvvzgyhyDE5g,1290000,General Knowledge Key,2634.8,26348,1
UCTLVMgfgQ3omiUp97zgCOZg,1290000,Malayalam Movie Songs,50153.7,501537,2
UCed1tlJAjNm2U5Tbz-BhC7Q,1290000,Curtain Raisers,23540,235400,1
UCsCbsDPZdMHALDoDBKtcsoA,1290000,Tips Tamil,5421381.2,54213812,10
UCB1aPpi3eyABUdfPlJCTOiw,1290000,Power TV News,1263112.4,12631124,1
UC48pE7QE4NZFTCsHT-IRxJw,1290000,Aevy TV,26902066.8,269020668,11
UC-Yz1K9QH3VQuEL5qzLptJQ,1290000,Health Inside,118205.5,1182055,3
UCA295QVkf9O1RQ8_-s3FVXg,1290000,Kannada TV,46780.9,467809,1
UCCWHsjI-U_hxf4_2Aqnd-tg,1290000,Dostcast,46286,462860,1
UCLJQGP2VSDhtn0Uc8TY1TYg,1290000,Tried&Refused Productions.,3813483.6,38134836,3
UCpeRzRS1b1NvY4og1huE7jw,1290000,Mitali This Side!!,192716,1927160,1
UCgbzclo4Mfy_D68w_Bm_xHg,1280000,Picture Singh,19692.4,196924,1
UC94Wb0zsO9vr0VovflFaU4A,1280000,Puchir Ma,1912292.2,19122922,1
UCykO4VZOa8j0RaWhRIYpKdQ,1280000,Madhura Audio,76922.7,769227,1
UC17dIwYt3T1xLsps1OYLEaQ,1280000,Lion TV Kannada,123222.4,1232224,1
UCcXqIv2HjTo_c2IPYmUqiQg,1280000,Open Heart With RK,1399012.4,13990124,3
UCte-Ptealzx-ZBtGyuNwA4A,1280000,Venu Kalyan  Business Growth Strategist,2446.2,24462,1
UCgl6cxIUGEF8UjwexvwOiqw,1280000,Sisimpur,141856.8,1418568,1
UCx8YyQLgT6UcYAga21hlHhA,1280000,LUMINO PICTURES,153347.7,1533477,2
UCftOIQxyjcQk5Yw_lApmFAw,1280000,Dev Raval,104936.8,1049368,1
UC9OvVOvb3UdnFgt9TpUgzpA,1280000,Jazzy B Records,501185.3,5011853,1
UCTLVzbdzqe_iGgb8pQQR-ew,1270000,StudY LoveR- VeeR,83472.7,834727,1
UCumO-171oediRZHQ8wKIoeA,1270000,Movies Explain Tv,537476.1,5374761,2
UCPzDoraqPsAkLPAGpiX2V9A,1270000,Dr. K. Shilpi Reddy,2061.4,20614,1
UC4-iYTbjfo2xKvChtulGlmA,1270000,POP SKOPE MUSIC,1312501,13125010,1
UC4JqmB6gTvjYSQixZtJ0jHw,1270000,Singga,18017.2,180172,1
UCgvKGKLkN9BJ1DvU2opQMnA,1270000,Priya Audio,7288489.8,72884898,1
UCQ8mTbckLOxjjoYbZ3N1O7g,1270000,Amdavadi Man,2953234.8,29532348,1
UCJXYP9A6VnoMdJIrdvAEO-Q,1270000,Everest Hasya Marathi,644845.9,6448459,1
UCK7iCgfQQsBnwuD6w4doHAw,1270000,Girly,1273763.1,12737631,1
UCdd3I_LpLdfGobaPK8MO3cQ,1270000,DIGI Music,104816,1048160,1
UCxuKjwIEJzrsGOzsWmI5OfQ,1270000,Meesho,9501.2,95012,2
UCdzIvzZLNnE4xt06fWYSkrg,1260000,Infinitum RomCom,8393923.6,83939236,14
UCaGHIRKYUYlaI_ZAt2hxpjw,1260000,The Journalist,23664.1,236641,1
UCOJlrO9zmDYSlIKrwbUg1hQ,1260000,Prabh Gill Music,87810.6,878106,1
UCfSxkYG-hx3JCn02hQvsh2w,1260000,muskan art,78967.9,789679,4
UCny-XGZnhhCKToJ59xegaRA,1260000,Aama_vaa_troll😂,1598442.7,15984427,2
UC_gZS3b1Oy9JC5Iuhg980JA,1260000,VSA VLOGS,276263.1,2762631,2
UCMHO6G9e7_cVzrotHo_c29w,1260000,Thirrupathi Brothers,2767282.6,27672826,1
UCe-udlhK-c99taYGHw27bCg,1260000,JI ABHISHEK JI,1598637.1,15986371,1
UCnby3Y8HVJ6OQMGIJ-2xegw,1260000,Musiczonemovies,2852916.1,28529161,1
UC9YoyxZOXTeLnfLjZy2-fXQ,1260000,YOYO Kannada News,20476,204760,1
UCVgAX4cKkI3VhYtVmHUBASg,1250000,Bala Latha Madam,499926.4,4999264,1
UCsVdBczDAVrIlrkyJNLzdGw,1250000,Media Companion,556.1,5561,1
UCY3K5KpHpALhyLml3RhF65A,1250000,WebSankul Official,31709.1,317091,2
UCSlX86uv6UDWeQLvmOL409w,1250000,Freedom TV Kannada (ಫ್ರೀಡಂ ಟಿವಿ),2985.5,29855,1
UCwwqtIwgYqtv_RUl8DKW6vg,1250000,Railway Adda247,8780.3,87803,8
UCZbv414BvWWuAklH7k3QKag,1250000,Sargam Musics,6462.3,64623,12
UCnejwhgQB5D_H7envJJgbXQ,1250000,Golu Gold Entertainment,115.1,1151,1
UCK-J5s_kYwql01ak28gQDiQ,1250000,Entertainments and Events,6528859.4,65288594,2
UCTiC7klybOdZGk2b85GcWYg,1240000,Balaji Telefilms Ltd,983624.8,9836248,2
UCP72ghgboi2kNrM1IZcIK2A,1240000,Ssoftoons Comedy Bangla,1537392.8,15373928,1
UCBl_W5_GtiObF0Cu4NKM1ng,1240000,Prince of Food,468070.9,4680709,7
UCS1XMfRDAubjIZ8v0CFnpNg,1240000,N.K. Production,29858.2,298582,1
UCWhcGlTVTqc190h3NIpJmpg,1240000,Being Limitless,516326.6,5163266,1
UCjNYoQ8DtLINGtNxTDDJfeA,1240000,Fact Force Malayalam,7111832.3,71118323,21
UC7MEZVcXwfH1GjGC6lVg-Mg,1240000,FILM ROLL,122567.8,1225678,1
UCX61dpsqteG1FY-hysgNkiA,1240000,Jatt Beat Record,42624.3,426243,1
UC0XzPAE0C9609R6ZB5UjXuw,1240000,Shabbir Qamar Bukhari,35549.9,355499,2
UCoamPiVrts0-qXQNnTn5jEw,1240000,Dhananjay Powar DP,374907,3749070,4
UCEnk7_t9LA2w4IOqIZyua1Q,1240000,Mishti Pandey,79917.5,799175,1
UCq0yuNYecqjUX1-i4SIMIbA,1240000,Cheran Academy,848146.3,8481463,1
UCdki4WC-kozzkFVoljzXQfA,1230000,Jaz Dhami,2092466.4,20924664,2
UCBTje3Q6Crs6fbWVoU9lSmw,1230000,Adda247 Tamil,2664218.2,26642182,9
UCDTH25kx6R8NtjopQ90ubbA,1230000,Shushmita Singh,20765.8,207658,1
UCmJXBP6ccOwCodih8RZDGkQ,1230000,Turk 2 by DRM,31481.1,314811,1
UCuUNd5FHPYZ0BcC-1mIxV7g,1230000,GT20 Canada,4669143.3,46691433,2
UCMQxOdmMf2Ya0op9cRylr2w,1220000,Sathya Jyothi Films,10679.8,106798,2
UCQZqallfmfjyIQUjDwZAAzg,1220000,Sharmin Tori,4363393,43633930,1
UCdbalkQDqCcOsYG5c4L8TAw,1220000,Xylem class 9,818538,8185380,1
UCx1-rv6lBRZLDq8hyxZCS3w,1220000,nikki world,26576.9,265769,1
UCyp46tOP5f_eRfNi7ubdU8w,1220000,Punjabi Hits,709990.3,7099903,44
UCMTySGHkpTZk9iUorGV47QA,1220000,3D DANCE ACADEMY JAIPUR,1826770.9,18267709,2
UCNBJuY9iYlIDsarkhwqg9MQ,1220000,ASK DANCE OFFICIAL,2665291.3,26652913,3
UCijjYypSXku4VmuJPeHjV0Q,1220000,𝐁𝐞𝐧𝐠𝐚𝐥𝐢 𝐂𝐢𝐧𝐞𝐦𝐚,216226.8,2162268,1
UCpa6Au2LacmNeB2Cw8UVhWw,1220000,ASHOK ETUTOR,2814141.2,28141412,2
UCpRt7BA58FVS8K8VIZYiuxQ,1220000,Kishan Chotaliya,526192.5,5261925,1
